:START_ID(Tag),:END_ID(Concept)
dark sky,/c/en/dark_sky
darkstep,/c/en/darkstep
darkwave,/c/en/darkwave
darkwave,/c/en/darkwave/n
dawn,/c/en/dawn/n/book
dawn,/c/en/dawn
dawn,/c/en/dawn/n/the_earliest_period
dawn,/c/en/dawn/n/the_first_light_of_day
dawn,/c/en/dawn//sunrise
dawn,/c/en/dawn/v/become_light
dawn,/c/en/dawn/n
dawn,/c/en/dawn/v/appear_or_develop
dawn,/c/en/dawn/n/an_opening_time_period
dawn,/c/en/dawn/n/rising_of_the_sun
dawn,/c/en/dawn/n/time_when_the_sun_rises
dawn,/c/en/dawn/v
dawn,/c/en/dawn/n/beginning
deaf,/c/en/deaf/n
deaf,/c/en/deaf/a/unwilling_or_refusing_to_pay_heed
deaf,/c/en/deaf/a
deaf,/c/en/deaf/a/relating_to_the_culture_of_deaf_signers
deaf,/c/en/deaf
deaf,/c/en/deaf/n/people_who_have_severe_hearing_impairments
deaf,/c/en/deaf/a/lacking_or_deprived_of_the_sense_of_hearing_wholly_or_in_part
debate,/c/en/debate/v/discuss_the_pros_and_cons_of_an_issue
debate,/c/en/debate/v/argue_with_one_another
debate,/c/en/debate
debate,/c/en/debate/n/the_formal_presentation_of_a_stated_proposition_and_the_opposition_to_it
deejay,/c/en/deejay/n
deejay,/c/en/deejay
deejay,/c/en/deejay/n/jamaican
deep,/c/en/deep/n/niacin_album
deep,/c/en/deep/a/strong
deep,/c/en/deep/a/with_head_or_back_bent_low
deep,/c/en/deep/a/exhibiting_great_cunning_usually_with_secrecy
deep,/c/en/deep/a/very_distant_in_time_or_space
deep,/c/en/deep/a/large_in_quantity_or_size
deep,/c/en/deep/a/extending_relatively_far_inward
deep,/c/en/deep/a
deep,/c/en/deep/a/having_its_bottom_far_down
deep,/c/en/deep/a/having_great_meaning
deep,/c/en/deep/a/of_a_hole_water_etc
deep,/c/en/deep/n/the_central_and_most_intense_or_profound_part
deep,/c/en/deep/r/to_a_great_distance
deep,/c/en/deep/a/relatively_thick_from_top_to_bottom
deep,/c/en/deep/n/literary_term_for_an_ocean
deep,/c/en/deep
deep,/c/en/deep/a/relatively_deep_or_strong
deep,/c/en/deep/a/having_great_spatial_extension_or_penetration_downward_or_inward_from_an_outer_surface_or_backward_or_laterally_or_outward_from_a_center
deep,/c/en/deep/a/marked_by_depth_of_thinking
deep,/c/en/deep/a/extreme
deep house,/c/en/deep_house
department,/c/en/department
department,/c/en/department/n/a_specialized_sphere_of_knowledge
department,/c/en/department/n/a_specialized_division_of_a_large_organization
department,/c/en/department/n/part_portion_subdivision
department,/c/en/department/n/the_territorial_and_administrative_division_of_some_countries
department,/c/en/department/n
desert,/c/en/desert/a
desert,/c/en/desert/n
desert,/c/en/desert/v
desert,/c/en/desert/n/arid_land_with_little_or_no_vegetation
desert,/c/en/desert
desert,/c/en/desert/v/leave_behind
desert,/c/en/desert/n/an_outcome_that_is_well_deserved
design,/c/en/design/v/plan_something_for_a_specific_role_or_purpose_or_effect
design,/c/en/design/a/done_or_made_or_performed_with_purpose_and_intent
design,/c/en/design/v/intend_or_have_as_a_purpose
design,/c/en/design/n/a_preliminary_sketch_indicating_the_plan_for_something
design,/c/en/design/n/the_act_of_working_out_the_form_of_something
design,/c/en/design//visual_pattern
design,/c/en/design//normative_specification
design,/c/en/design/v/conceive_or_fashion_in_the_mind
design,/c/en/design/n
design,/c/en/design/a
design,/c/en/design/a/concealing_crafty_designs_for_advancing_your_own_interest
design,/c/en/design/v
design,/c/en/design/v/make_a_design_of
design,/c/en/design/v/create_the_design_for
design,/c/en/design/n/an_arrangement_scheme
design,/c/en/design
design,/c/en/design/v/create_designs
design,/c/en/design//making_a_plan
design,/c/en/design/n/a_decorative_or_artistic_work
dharma,/c/en/dharma/n/1973_film
dharma,/c/cs/dharma
dharma,/c/en/dharma/n/comics
dharma,/c/en/dharma/n/1998_film
dharma,/c/pl/dharma
dharma,/c/nl/dharma
dharma,/c/en/dharma/n/basic_principles_of_the_cosmos
dharma,/c/ga/dharma/n
dharma,/c/en/dharma/n
dharma,/c/en/dharma/n/teachings_of_the_buddha
dharma,/c/en/dharma/n/principle_that_orders_the_universe
dharma,/c/en/dharma/n/album
dharma,/c/en/dharma
diet,/c/en/diet/v/eat_sparingly_for_health_reasons_or_to_lose_weight
diet,/c/en/diet/v/follow_a_regimen_or_a_diet_as_for_health_reasons
diet,/c/en/diet/n/the_act_of_restricting_your_food_intake
diet,/c/en/diet/n/the_usual_food_and_drink_consumed_by_an_organism
diet,/c/en/diet/n/a_legislative_assembly_in_certain_countries
diet,/c/en/diet/n/a_prescribed_selection_of_foods
diet,/c/en/diet/n/food_a_person_or_animal_consumes
diet,/c/en/diet/v
diet,/c/en/diet/n
diet,/c/en/diet
diet,/c/sga/diet/n
diet,/c/en/diet//weight_loss_program
digital,/c/en/digital/a/relating_to_or_performed_with_the_fingers
digital,/c/en/digital/a/displaying_numbers_rather_than_scale_positions
digital,/c/en/digital
digital,/c/en/digital/a/of_a_circuit_or_device_that_represents_magnitudes_in_digits
digital,/c/en/digital/a/representing_discrete_values
digital,/c/en/digital/a
digital,/c/pt/digital/a
diplo,/c/en/diplo
diplo,/c/en/diplo/n/dj
diplo,/c/it/diplo
dirty,/c/en/dirty/a/unethical_or_dishonest
dirty,/c/en/dirty/a/vile
dirty,/c/en/dirty/a/characterized_by_obscenity_or_indecency
dirty,/c/en/dirty/v/make_soiled_filthy_or_dirty
dirty,/c/en/dirty/a/discolored_by_impurities
dirty,/c/en/dirty/a/soiled_or_likely_to_soil_with_dirt_or_grime
dirty,/c/en/dirty/a/spreading_pollution_or_contamination
dirty,/c/en/dirty/a/defaced_with_changes
dirty,/c/en/dirty/a/expressing_or_revealing_hostility_or_dislike
dirty,/c/en/dirty/a/unpleasantly_stormy
dirty,/c/en/dirty/a
dirty,/c/en/dirty/a/contaminated_with_infecting_organisms
dirty,/c/en/dirty/a/of_color_discolored_by_impurities
dirty,/c/en/dirty/a/obtained_illegally_or_by_improper_means
dirty,/c/en/dirty
dirty south,/c/en/dirty_south/n/dj
dirty south,/c/en/dirty_south/n/album
dirty south,/c/en/dirty_south
dirty south,/c/en/dirty_south/n/musician
dj,/c/en/dj/n/marianta_pieridi_song
dj,/c/en/dj/n
dj,/c/en/dj/v
dj,/c/en/dj
dj,/c/en/dj/n/comics
dj,/c/ja/dj
dj,/c/en/dj/n/song
dj,/c/en/dj/n/h_claire_song
dj,/c/en/dj/n/alphabeat_song
dj,/c/en/dj/n/jamelia_song
dj,/c/fi/dj
dj mix,/c/en/dj_mix
djent,/c/en/djent
dm,/c/en/dm
dnb,/c/en/dnb
dont,/c/en/dont
dope,/c/en/dope/v/give_a_narcotic_to
dope,/c/en/dope/n
dope,/c/en/dope/v/take_drugs_to_improve_one's_athletic_performance
dope,/c/en/dope
dope,/c/en/dope/a
dope,/c/en/dope/n/absorbent_material_used_to_hold_a_liquid
dope,/c/en/dope/a/treated_or_impregnated_with_a_foreign_substance
dope,/c/en/dope/a/under_the_influence_of_narcotics
dope,/c/en/dope/v/add_impurities_to_in_order_to_produce_or_modify_its_properties
dope,/c/en/dope/n/slang_terms_for_inside_information
dope,/c/en/dope/n/band
dope,/c/en/dope/v
dope,/c/en/dope/n/addition_of_small_quantities_of_an_element_to_a_semiconductor
dope,/c/en/dope/n/aeronautics_varnish_used_to_waterproof_strengthen_etc
dope,/c/en/dope/n/use_of_drugs_to_improve_athletic_performance
dope,/c/en/dope/n/viscous_liquid_used_to_prepare_a_surface
download,/c/en/download/v
download,/c/en/download/v/transfer_a_file_or_program_from_a_central_computer_to_a_smaller_computer_or_to_a_computer_at_a_remote_location
download,/c/de/download/n
download,/c/de/download
download,/c/en/download/n/tv_series
download,/c/en/download
download,/c/en/download/n
download,/c/nl/download/n
download,/c/en/download/n/battlestar_galactica
downtempo,/c/en/downtempo
downtempo,/c/en/downtempo/r
downtempo,/c/en/downtempo/a
dream,/c/en/dream/n/mixed_martial_arts
dream,/c/en/dream
dream,/c/en/dream/v/experience_while_sleeping
dream,/c/en/dream/n/imaginative_thoughts_indulged_in_while_awake
dream,/c/en/dream/n/a_series_of_mental_images_and_emotions_occurring_during_sleep
dream,/c/en/dream/v/have_a_daydream
dream,/c/en/dream/v
dream,/c/en/dream/a/conceived_of_or_imagined_or_hoped_for
dream,/c/en/dream/n/someone_or_something_wonderful
dream,/c/en/dream/n/a_state_of_mind_characterized_by_abstraction_and_release_from_reality
dreamin,/c/en/dreamin/n/status_quo_song
dreamin,/c/en/dreamin/n/eddie_friel_song
dreamin,/c/en/dreamin/n/johnny_burnette_song
dreamin,/c/en/dreamin/n/weezer_song
dreamin,/c/en/dreamin/n/young_jeezy_song
dreamin,/c/en/dreamin/n/album
dreamin,/c/en/dreamin/n/will_to_power_song
dreamin,/c/en/dreamin/n/vanessa_williams_song
drone,/c/en/drone/v
drone,/c/en/drone/n/speak_in_a_monotone_way
drone,/c/en/drone/n/produce_a_low_pitched_hum_or_buzz
drone,/c/en/drone/n/hum_or_buzz
drone,/c/en/drone/n/fixed_pitch_pipe_in_bagpipe
drone,/c/en/drone/n/drudge
drone,/c/en/drone/n/an_aircraft_without_a_pilot_that_is_operated_by_remote_control
drone,/c/en/drone/v/talk_in_a_monotonous_voice
drone,/c/en/drone/v/make_a_monotonous_low_dull_sound
drone,/c/en/drone/n/stingless_male_bee_in_a_colony_of_social_bees_whose_sole_function_is_to_mate_with_the_queen
drone,/c/en/drone/n
drone,/c/en/drone
drone,/c/en/drone/n/a_pipe_of_the_bagpipe_that_is_tuned_to_produce_a_single_continuous_tone
drop,/c/en/drop/a/coming_down_freely_under_the_influence_of_gravity
drop,/c/en/drop/v/let_fall_to_the_ground
drop,/c/en/drop/n/a_central_depository_where_things_can_be_left_or_picked_up
drop,/c/en/drop/v/to_fall_vertically
drop,/c/en/drop/n/a_shape_that_is_spherical_and_small
drop,/c/en/drop/n
drop,/c/en/drop/v
drop,/c/en/drop
drop,/c/en/drop/v/go_down_in_value
drop,/c/en/drop/v/utter_with_seeming_casualness
drop,/c/en/drop/v/give_birth
drop,/c/en/drop/n/a_free_and_rapid_descent_by_the_force_of_gravity
drop,/c/en/drop/v/take_by_mouth
drop,/c/en/drop/v/leave_or_unload
drop,/c/en/drop/n/a_sudden_sharp_decrease_in_some_quantity
drop,/c/en/drop/n/a_small_indefinite_quantity
drop,/c/en/drop/v/terminate_an_association_with
drop,/c/en/drop/v/stop_pursuing_or_acting
drop,/c/en/drop/v/change_from_one_level_to_another
drop,/c/en/drop/n/the_act_of_dropping_something
drop,/c/en/drop/v/fall_or_sink_into_a_state_of_exhaustion_or_death
drop,/c/en/drop/v/lose
drop,/c/en/drop/v/omit_in_speaking_or_writing
drop,/c/en/drop/n/a_predetermined_hiding_place_for_the_deposit_and_distribution_of_illicit_goods
drum,/c/en/drum/v/make_a_rhythmic_sound
drum,/c/en/drum
drum,/c/en/drum/n/a_cylindrical_metal_container_used_for_shipping_or_storage_of_liquids
drum,/c/en/drum/v/play_a_percussion_instrument
drum,/c/en/drum/n
drum,/c/en/drum//drum_instrument
drum,/c/en/drum/n/a_musical_percussion_instrument
drum,/c/en/drum/n/small_to_medium_sized_bottom_dwelling_food_and_game_fishes_of_shallow_coastal_and_fresh_waters_that_make_a_drumming_noise
drum,/c/en/drum/n/the_act_of_playing_drums
drum,/c/en/drum/n/the_sound_of_a_drum
drum and bass,/c/en/drum_and_bass
drum and bass,/c/nl/drum_and_bass
drum and bass,/c/pl/drum_and_bass
drum and bass,/c/en/drum_and_bass/n
drum and bass,/c/en/drum_and_bass/n/a_genre_of_electronic_music
dub,/c/en/dub/n/the_new_sounds_added_by_dubbing
dub,/c/en/dub/n/a_new_soundtrack_that_is_added_to_a_film
dub,/c/en/dub/v
dub,/c/en/dub/v/provide_with_a_soundtrack_of_a_foreign_language
dub,/c/en/dub/n
dub,/c/en/dub/v/to_make_a_copy_from_an_original_or_master_audio_tape
dub,/c/en/dub/v/to_name_to_entitle_to_call
dub,/c/en/dub/v/to_copy_the_audio_track_onto_a_film
dub,/c/en/dub/v/to_confer_knighthood
dub,/c/en/dub/v/give_a_nickname_to
dub,/c/en/dub
dub,/c/en/dub/n/replacement_of_voice
dub,/c/en/dub/n/transfer_of_recorded_music
dubstep,/c/en/dubstep/n
dubstep,/c/en/dubstep
dubstep,/c/nl/dubstep
dubstep,/c/pl/dubstep
dubstep,/c/pl/dubstep/n
dubstep,/c/en/dubstep/n/a_genre_of_electronic_music
duet,/c/en/duet/n/doris_day_and_andré_previn_album
duet,/c/en/duet/n/dizzy_gillespie_album
duet,/c/en/duet/n/joe_pass_and_john_pisano_album
duet,/c/en/duet/n/emmylou_harris_album
duet,/c/en/duet/n/muhal_richard_abrams_album
duet,/c/en/duet/n/barbra_streisand_album
duet,/c/en/duet/n/ane_brun_album
duet,/c/en/duet/n/1994_film
duet,/c/en/duet/n/gary_burton_chick_corea_album
duet,/c/en/duet/n/everything_everything_song
duet,/c/en/duet/n/roscoe_mitchell_and_anthony_braxton_album
duet,/c/en/duet/n/ronan_keating_album
duet,/c/en/duet/n/carla_bley_steve_swallow_album
duet,/c/en/duet/n/belize
duet,/c/en/duet/v
duet,/c/en/duet/n/tv_series
duet,/c/en/duet
duet,/c/en/duet/n
duet,/c/en/duet/n/frank_sinatra_album
duet,/c/en/duet/n/a_musical_composition_for_two_performers
duet,/c/en/duet/n/two_performers_or_singers_who_perform_together
duke,/c/en/duke/n/album
duke,/c/en/duke/v
duke,/c/en/duke/n/band
duke,/c/en/duke
duke,/c/en/duke/n
duke,/c/en/duke/n/a_nobleman_of_high_rank
duke,/c/en/duke/n/a_british_peer_of_the_highest_rank
duke,/c/en/duke/n/film
duke,/c/en/duke/n/tv_series
easy,/c/en/easy/a/readily_exploited_or_tricked
easy,/c/en/easy/a/affording_pleasure
easy,/c/en/easy/a
easy,/c/en/easy/a/marked_by_moderate_steepness
easy,/c/en/easy/a/free_from_worry_or_anxiety
easy,/c/en/easy/a/requiring_little_skill_or_effort
easy,/c/en/easy/a/affording_comfort
easy,/c/en/easy/a/obtained_with_little_effort_or_sacrifice_often_obtained_illegally
easy,/c/en/easy/a/comfortable
easy,/c/en/easy
easy,/c/en/easy/a/casual_and_unrestrained_in_sexual_behavior
easy,/c/en/easy/a/having_little_impact
easy,/c/en/easy/a/less_in_demand_and_therefore_readily_obtainable
easy,/c/en/easy/r/in_a_relaxed_manner
easy,/c/en/easy/a/posing_no_difficulty
easy,/c/en/easy/a/not_hurried_or_forced
edm,/c/en/edm
edmonton,/c/nl/edmonton
edmonton,/c/it/edmonton
edmonton,/c/cs/edmonton
edmonton,/c/de/edmonton
edmonton,/c/eu/edmonton
edmonton,/c/et/edmonton
edmonton,/c/da/edmonton
edmonton,/c/sw/edmonton
edmonton,/c/sv/edmonton
edmonton,/c/nn/edmonton
edmonton,/c/io/edmonton
edmonton,/c/fo/edmonton
edmonton,/c/en/edmonton/n/the_capital_of_the_province_of_alberta
edmonton,/c/lmo/edmonton
edmonton,/c/en/edmonton/n/city_in_canada
edmonton,/c/tl/edmonton
edmonton,/c/no/edmonton
edmonton,/c/en/edmonton
edmonton,/c/en/edmonton/n
edmonton,/c/ca/edmonton
edmonton,/c/en/edmonton/n/area_of_london
edmonton,/c/cy/edmonton
edmonton,/c/sk/edmonton
edmonton,/c/en/edmonton/n/canada
edmonton,/c/en/edmonton/n/via_rail_station
edmonton,/c/war/edmonton
edmonton,/c/gl/edmonton
edmonton,/c/ms/edmonton
edmonton,/c/tr/edmonton
edmonton,/c/ro/edmonton
edmonton,/c/pt/edmonton
edmonton,/c/af/edmonton
edmonton,/c/vo/edmonton
edmonton,/c/co/edmonton
edmonton,/c/fr/edmonton
edmonton,/c/es/edmonton
edmonton,/c/gd/edmonton
edmonton,/c/pl/edmonton
edmonton,/c/zh/edmonton
edmonton,/c/sl/edmonton
edmonton,/c/fi/edmonton
edmonton,/c/vi/edmonton
eerie,/c/en/eerie/a
eerie,/c/en/eerie/a/weird
eerie,/c/en/eerie/a/fearful
eerie,/c/en/eerie/a/inspiring_a_feeling_of_fear
eerie,/c/en/eerie/a/suggestive_of_the_supernatural
eerie,/c/en/eerie
electric,/c/en/electric/n/a_car_that_is_powered_by_electricity
electric,/c/en/electric/a/using_or_providing_or_producing_or_transmitting_or_operated_by_electricity
electric,/c/en/electric/n/paul_rodgers_album
electric,/c/en/electric/a/exceptionally_tense
electric,/c/en/electric/a/electrical
electric,/c/en/electric/n
electric,/c/en/electric/a
electric,/c/en/electric
electric,/c/en/electric/a/affected_by_emotion_as_if_by_electricity
electro,/c/en/electro/n/music
electro,/c/en/electro/n
electro,/c/en/electro/n/the_musical_genre
electro,/c/fr/electro
electro,/c/en/electro
electro,/c/ca/electro
electro house,/c/en/electro_house
electrofunk,/c/en/electrofunk
electrofunk,/c/en/electrofunk/n
electronic,/c/en/electronic
electronic,/c/en/electronic/a/of_or_concerned_with_electrons
electronic,/c/en/electronic/a/of_or_relating_to_electronics
electronic,/c/en/electronic/n/band
electronic,/c/en/electronic/a
electronica,/c/en/electronica
electronica,/c/en/electronica/n
emo,/c/en/emo/a
emo,/c/sv/emo/n
emo,/c/de/emo
emo,/c/en/emo
emo,/c/en/emo/n/music
emo,/c/en/emo/n
emotional,/c/en/emotional/a/determined_or_actuated_by_emotion_rather_than_reason
emotional,/c/en/emotional/a/of_more_than_usual_emotion
emotional,/c/en/emotional
emotional,/c/en/emotional/n/k_ci_and_jojo_album
emotional,/c/en/emotional/a/of_or_pertaining_to_emotion
emotional,/c/en/emotional/a
england,/c/en/england
england,/c/en/england/n/a_division_of_the_united_kingdom
english,/c/en/english/n
english,/c/en/english/a/of_or_relating_to_or_characteristic_of_england_or_its_culture_or_people
english,/c/en/english/n/an_indo_european_language_belonging_to_the_west_germanic_branch
english,/c/en/english/a/of_or_relating_to_the_english_language
english,/c/en/english
english,/c/en/english/n/the_discipline_that_studies_the_english_language_and_literature
english,/c/en/english/a
english,/c/en/english/n/the_spin_given_to_a_ball_by_striking_it_on_one_side_or_releasing_it_with_a_sharp_twist
english,/c/en/english/n/the_people_of_england
eno,/c/en/eno/n/film
eno,/c/en/eno
epic,/c/en/epic/a/momentously_heroic
epic,/c/en/epic/a/of_or_relating_to_an_epic
epic,/c/en/epic/n/extended_narrative_poem
epic,/c/en/epic/a
epic,/c/en/epic/n/novel
epic,/c/en/epic/n/computer_game
epic,/c/en/epic/n/game
epic,/c/da/epic
epic,/c/en/epic//epic_poem_cw
epic,/c/en/epic/a/constituting_or_having_to_do_with_or_suggestive_of_a_literary_epic
epic,/c/en/epic//epic_financial_id_string
epic,/c/en/epic
epic,/c/en/epic/n
epic,/c/en/epic/a/extraordinary
epic,/c/en/epic/a/very_imposing_or_impressive
episode 1,/c/en/episode_1/n/twin_peaks
episode 1,/c/en/episode_1/n/ashes_to_ashes_series_1
episode 1,/c/en/episode_1/n/primeval
episode 1,/c/en/episode_1/n/silverwing
episode 1,/c/en/episode_1/n/shortland_street
episode 1,/c/en/episode_1/n/beyond_belief
episode 1,/c/en/episode_1/n/ep
episode 1,/c/en/episode_1/n/coronation_street
ert,/c/en/ert/v
ert,/c/en/ert/n/company
ert,/c/en/ert
etc,/c/en/etc
etc,/c/de/etc/r
ethnic,/c/en/ethnic/n
ethnic,/c/en/ethnic/a/heathen
ethnic,/c/en/ethnic/n/ethnic_person_notably_when_foreigner_or_immigrant
ethnic,/c/en/ethnic/n/a_person_who_is_a_member_of_an_ethnic_group
ethnic,/c/en/ethnic
ethnic,/c/en/ethnic/a
ethno,/c/en/ethno
etran finatawa,/c/en/etran_finatawa
europe,/c/en/europe/n
europe,/c/en/europe
europe,/c/en/europe/n/the_2nd_smallest_continent
europe,/c/en/europe/n/the_nations_of_the_european_continent_collectively
exclusive,/c/en/exclusive/a/not_divided_or_shared_with_others
exclusive,/c/en/exclusive/n/a_news_report_that_is_reported_first_by_one_news_organization
exclusive,/c/en/exclusive/a/excluding_much_or_all
exclusive,/c/en/exclusive/n
exclusive,/c/en/exclusive/n/ep
exclusive,/c/en/exclusive
exclusive,/c/en/exclusive/a
exclusive,/c/en/exclusive/n/no_excuses
experiment,/c/en/experiment/v/to_conduct_a_test_or_investigation
experiment,/c/en/experiment/n/the_act_of_conducting_a_controlled_test_or_investigation
experiment,/c/en/experiment/n/a_venture_at_something_new_or_different
experiment,/c/en/experiment/v/try_something_new_as_in_order_to_gain_experience
experiment,/c/en/experiment/v
experiment,/c/cs/experiment/n
experiment,/c/nl/experiment/n
experiment,/c/en/experiment/v/to_conduct_an_experiment
experiment,/c/de/experiment/n
experiment,/c/en/experiment/n
experiment,/c/en/experiment
experiment,/c/en/experiment/n/the_testing_of_an_idea
experimental,/c/en/experimental/a
experimental,/c/en/experimental/a/relating_to_or_based_on_experiment
experimental,/c/en/experimental
experimental,/c/en/experimental/a/relying_on_observation_or_experiment
experimental,/c/en/experimental/a/of_the_nature_of_or_undergoing_an_experiment
explicit,/c/en/explicit/a/containing_material_that_might_be_deemed_offensive
explicit,/c/en/explicit
explicit,/c/en/explicit/a/precisely_and_clearly_expressed_or_readily_observable
explicit,/c/en/explicit/a/very_specific_clear
explicit,/c/en/explicit/a/very_specific
explicit,/c/en/explicit/a/containing_offensive_material
explicit,/c/en/explicit/a
f,/c/ang/f
f,/c/la/f
f,/c/en/f/n/programming_language
f,/c/ase/f
f,/c/en/f/n
f,/c/en/f//fluorine
f,/c/en/f
f,/c/en/f/n/the_6th_letter_of_the_roman_alphabet
fabolous,/c/en/fabolous
faliro,/c/en/faliro
fantasy,/c/en/fantasy/n/fiction_with_a_large_amount_of_imagination_in_it
fantasy,/c/en/fantasy
fantasy,/c/en/fantasy/n
fantasy,/c/en/fantasy/a
fantasy,/c/en/fantasy/v/indulge_in_fantasies
fantasy,/c/en/fantasy/v
fantasy,/c/en/fantasy/n/imagination_unrestricted_by_reality
fantasy,/c/en/fantasy/n/imagining
fantasy,/c/en/fantasy/n/literary_genre
fantasy,/c/en/fantasy/n/earth_wind_fire_song
fantasy,/c/en/fantasy/n/alice_nine_song
fantasy,/c/nl/fantasy
ferment,/c/en/ferment/a/turned_sour
ferment,/c/en/ferment/n
ferment,/c/en/ferment/v/cause_to_undergo_fermentation
ferment,/c/en/ferment/n/a_substance_capable_of_bringing_about_fermentation
ferment,/c/en/ferment/v/be_in_an_agitated_or_excited_state
ferment,/c/en/ferment/v/work_up_into_agitation_or_excitement
ferment,/c/en/ferment
ferment,/c/en/ferment/a
ferment,/c/ca/ferment
ferment,/c/en/ferment/n/substance_causing_fermentation
ferment,/c/en/ferment/v
fiddle,/c/en/fiddle/n
fiddle,/c/en/fiddle/n/fraud
fiddle,/c/en/fiddle/n/instrument
fiddle,/c/en/fiddle/v
fiddle,/c/en/fiddle/v/play_on_a_violin
fiddle,/c/en/fiddle/v/play_the_violin_or_fiddle
fiddle,/c/en/fiddle
fiddle,/c/en/fiddle/v/commit_fraud_and_steal_from_one's_employer
fiddle,/c/en/fiddle/n/adjustment
fiddle,/c/en/fiddle/a/small_and_of_little_importance
fiddle,/c/en/fiddle/v/avoid
film,/c/en/film/n/the_act_of_making_a_film
film,/c/en/film/v/record_in_film
film,/c/en/film/v/make_a_film_or_photograph_of_something
film,/c/en/film/n/a_medium_that_disseminates_moving_pictures
film,/c/en/film
film,/c/en/film/n
film,/c/en/film/a/recorded_on_film
film,/c/en/film/n/photographic_material_consisting_of_a_base_of_celluloid_covered_with_a_photographic_emulsion
film,/c/en/film/n/a_thin_coating_or_layer
film,/c/en/film//movie_cw
film,/c/en/film/n/a_thin_sheet_of_material_used_to_wrap_or_cover_things
fire,/c/en/fire/n/intense_adverse_criticism
fire,/c/en/fire/n/the_act_of_firing_weapons_or_artillery_at_an_enemy
fire,/c/en/fire
fire,/c/en/fire/v/cause_to_go_off
fire,/c/en/fire/v/go_off_or_discharge
fire,/c/en/fire/n/the_event_of_something_burning
fire,/c/en/fire/n
fire,/c/en/fire/n/the_process_of_combustion_of_inflammable_materials_producing_heat_and_light_and_smoke
fire,/c/en/fire/v/bake_in_a_kiln_so_as_to_harden
fire,/c/en/fire/n/fuel_that_is_burning_and_is_used_as_a_means_for_cooking
fire,/c/en/fire/n/once_thought_to_be_one_of_four_elements_composing_the_universe
first,/c/en/first/n/the_first_or_highest_in_an_ordering_or_series
first,/c/en/first/a/highest_in_pitch_or_chief_among_parts_or_voices_or_instruments_or_orchestra_sections
first,/c/en/first/n/an_honours_degree_of_the_highest_class
first,/c/en/first/r/before_anything_else
first,/c/en/first
first,/c/en/first/a/preceding_all_others_in_time_or_space_or_degree
first,/c/en/first/n/the_first_element_in_a_countable_series
first,/c/en/first/a/ranking_above_all_others
first,/c/en/first/a/indicating_the_beginning_unit_in_a_series
fischer,/c/en/fischer/n/company
fischer,/c/en/fischer/n/album
fischer,/c/en/fischer/n/crater
fischer,/c/en/fischer/n/united_states_chess_master
fischer,/c/en/fischer/n/german_chemist_noted_for_work_on_synthetic_sugars_and_the_purines
fischer,/c/en/fischer/n/german_chemist_noted_for_his_synthesis_of_hemin
fl,/c/en/fl/n/programming_language
fl,/c/en/fl
flesh,/c/en/flesh
flesh,/c/en/flesh/n/mainly_muscle_tissue_and_fat
flesh,/c/en/flesh/v/remove_adhering_flesh_from_when_preparing_leather_manufacture
flesh,/c/en/flesh/n
flute,/c/en/flute/v
flute,/c/en/flute/n/a_tall_narrow_wineglass
flute,/c/en/flute/n/a_high_pitched_woodwind_instrument
flute,/c/en/flute/n/a_groove_or_furrow_in_cloth_etc
flute,/c/en/flute/v/form_flutes_in
flute,/c/en/flute//champagne_flute
flute,/c/en/flute/n
flute,/c/en/flute/a
flute,/c/en/flute
flux,/c/en/flux/n/comics
flux,/c/en/flux/n/novel
flux,/c/en/flux/n/state_of_ongoing_change
flux,/c/en/flux
flux,/c/en/flux/n/the_rate_of_flow_of_energy_or_particles_across_a_given_surface
flux,/c/en/flux/n/a_substance_added_to_molten_metals_to_bond_with_impurities_that_can_then_be_readily_removed
flux,/c/en/flux/n/excessive_discharge_of_liquid_from_a_cavity_or_organ
flux,/c/en/flux/n/in_constant_change
flux,/c/en/flux/n/a_flow_or_discharge
flux,/c/en/flux/n/a_state_of_uncertainty_about_what_should_be_done_preceding_the_establishment_of_a_new_direction_of_action
flux,/c/en/flux/n
flux,/c/en/flux/n/song
flux,/c/en/flux/v
folc,/c/ang/folc
folk,/c/en/folk/a
folk,/c/ofs/folk/n
folk,/c/en/folk//folk_music
folk,/c/fy/folk/n
folk,/c/fi/folk/n
folk,/c/en/folk/n/inhabitants_of_a_region
folk,/c/osx/folk/n
folk,/c/en/folk/n/your_parents
folk,/c/en/folk/n/people_in_general
folk,/c/en/folk/n
folk,/c/en/folk
foot work,/c/en/foot_work
for,/c/da/for
for,/c/ang/for/n
for,/c/fy/for
for,/c/enm/for
for,/c/en/for
fox,/c/en/fox/n/a_member_of_an_algonquian_people_formerly_living_west_of_lake_michigan_along_the_fox_river
fox,/c/en/fox/n/english_religious_leader_who_founded_the_society_of_friends
fox,/c/en/fox/n/band
fox,/c/en/fox/n/alert_carnivorous_mammal_with_pointed_muzzle_and_ears_and_a_bushy_tail
fox,/c/en/fox/n/comics
fox,/c/en/fox/n/english_statesman_who_supported_american_independence_and_the_french_revolution
fox,/c/en/fox/n/the_grey_or_reddish_brown_fur_of_a_fox
fox,/c/en/fox/v/become_discolored_with_or_as_if_with_mildew_spots
fox,/c/en/fox/n
fox,/c/en/fox/v
fox,/c/en/fox/n/the_algonquian_language_of_the_fox
fox,/c/en/fox/n/asia
fox,/c/en/fox/n/film
fox,/c/en/fox
foxx,/c/en/foxx/n/rapper
free,/c/en/free
free,/c/en/free/v
